106	3.625006	0.193916	-9.600978	2.950656	38.564528
107	3.587174	0.263268	-19.679513	2.831357	37.776874
108	3.551656	0.319483	-72.656627	2.667426	36.666960
109	3.475033	0.260526	-91.191483	2.508298	35.556441
110	3.396937	0.216092	-72.392494	2.375745	34.604186
111	3.365659	0.241524	-80.545485	2.244085	33.631663
112	3.306545	0.226667	-66.016711	2.113640	32.639553
113	3.238472	0.132537	-13.247252	2.079598	32.375649
114	3.149220	0.122608	-16.988068	2.065666	32.267013
115	3.200160	0.133153	-3.147239	2.119237	32.682745
116	3.283385	0.121320	35.451022	2.222714	33.471139
117	3.378876	0.159825	7.973392	2.303403	34.073263
118	3.600870	0.270166	-15.993522	2.394794	34.742643
119	3.697997	0.150898	4.138864	2.488033	35.412518
120	3.978643	0.317838	124.698384	2.681274	36.762015
121	4.040409	0.095118	2.656889	2.784535	37.463220
122	4.083739	0.165110	-15.250037	2.813829	37.659760
123	4.101064	0.163300	-14.511803	2.819724	37.699194
124	4.094710	0.132027	-13.885319	2.826074	37.741615
125	4.069471	0.139862	-11.205852	2.807105	37.614737
126	4.026426	0.216662	-25.017131	2.713897	36.984981
127	3.961873	0.194133	-31.144861	2.621359	36.348961
128	3.870167	0.239736	-80.003818	2.479757	35.353574
129	3.825496	0.226927	-60.287691	2.362570	34.508104
130	3.778342	0.216078	-70.542486	2.246162	33.647229
131	3.786733	0.242959	-77.941116	2.130256	32.767598
132	3.819588	0.202974	-28.038607	2.066231	32.271427
133	3.795573	0.127852	-11.871779	2.056246	32.193354
134	3.833255	0.138155	-16.302132	2.097122	32.511764
135	3.901412	0.107124	17.917607	2.213876	33.404528
136	3.992657	0.135109	16.362418	2.330378	34.272194
137	4.072141	0.119005	12.451836	2.447496	35.122845
138	4.185620	0.157275	6.273400	2.563997	35.949059
139	4.235905	0.072479	1.483375	2.681547	36.763891
